audiencecohort,save_rate_denom,saves,save_rate,,
targetablegroup_control,5624357,1171050,0.208210467,,
holdoutgroup_paidsoc,206525,37034,0.179319695,,
holdoutgroup_paiddis,207066,37164,0.179479007,,
holdoutgroup_control,205301,35841,0.174577815,,
targetablegroup_paidsoc,5831423,1208214,0.207190252,,
targetablegroup_paiddis,5830882,1208084,0.20718718,,
holdoutgroup_braze,198447,34432,0.173507284,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
